id,campus,00,01,02,03,04,05,06,07,08,09,r00,r01,final
38173,7,90,77,65,75,0,100,0,75,0,80,119,0,97
32390,7,90,100,60,100,60,100,50,100,0,65,114,0,107
12440,1,65,83,60,100,60,10,28,100,66,60,100,73,88
42748,1,0,0,0,0,0,0,0,0,0,0,0,0,1
39436,16,125,77,0,0,0,0,0,0,0,0,0,0,5
37310,1,97,87,0,100,60,100,32,100,0,100,0,0,90
37397,1,105,87,93,100,60,100,44,75,0,100,119,0,109
33306,1,90,87,0,100,98,10,0,0,0,0,117,0,41
39431,16,90,87,0,100,60,55,0,100,0,80,0,0,85
40600,1,50,100,102,100,66,80,40,100,0,90,0,0,95
37899,1,90,3,0,100,88,10,40,100,72,100,111,0,90
37311,1,90,77,80,82,0,100,28,100,0,100,0,0,92
42688,1,125,87,104,100,60,75,32,100,0,100,114,0,110
15631,1,90,0,0,98,57,40,0,75,0,0,110,0,56
39462,16,90,87,0,90,0,0,0,100,0,80,0,0,10
39725,16,0,0,0,0,0,0,0,0,0,0,0,0,1
24435,7,0,53,0,75,60,0,0,75,0,80,103,0,38
28775,1,90,48,50,100,58,80,0,100,50,90,100,0,100
42061,7,65,0,0,0,0,-42,0,0,0,0,110,0,15
42290,16,0,0,0,0,0,0,0,0,0,0,0,0,1
31093,7,90,77,72,100,60,100,60,100,0,80,105,0,109
40427,1,100,82,60,98,60,10,0,100,0,100,114,0,55
43041,1,90,87,60,100,60,10,12,100,0,100,100,0,55
45915,7,90,77,61,100,45,60,28,75,0,0,105,0,84
36397,7,90,87,60,100,60,80,0,100,0,0,102,0,54
40105,1,90,100,50,75,60,10,0,0,0,0,111,0,40
37854,1,90,43,60,62,57,80,0,75,0,80,110,0,89
42350,16,0,0,0,0,0,0,0,0,0,0,0,0,1
35079,7,0,0,0,0,0,0,0,0,0,0,102,0,12
20844,1,90,69,57,100,60,110,54,0,0,0,93,0,47
38056,1,90,87,60,100,60,55,40,100,0,0,115,0,92
41459,1,65,93,40,67,60,40,32,100,15,40,84,0,36
15293,1,90,55,40,100,91,90,0,95,0,100,102,0,75
10014,1,50,50,50,50,7,10,0,1,0,16,3,0,50
10250,1,50,50,50,50,15,40,0,25,0,0,0,0,50
10220,1,50,50,50,50,15,10,0,18,0,0,31,0,50
10491,1,50,50,50,50,23,40,7,0,0,5,48,0,50
10709,1,70,50,50,50,0,0,0,0,0,0,33,0,50
10500,1,52,50,50,17,0,0,0,68,0,0,35,8,50
10648,1,50,50,0,0,60,0,7,47,0,0,68,22,50
10208,1,70,50,0,0,60,40,0,100,0,7,0,0,50
10096,1,62,50,11,25,45,35,2,100,0,2,55,0,50
10117,1,88,75,11,92,100,55,25,100,0,10,7,15,63
10690,1,67,73,37,56,55,55,0,75,5,10,32,45,63
10920,1,50,50,50,50,0,0,0,0,0,0,0,0,50
10838,1,50,50,50,50,0,0,0,0,0,0,0,0,50
13028,2,100,100,90,100,90,0,0,100,0,50,90,0,75
10700,1,17,11,6,0,3,70,0,0,0,0,12,0,13
10477,1,50,50,50,50,0,0,0,0,0,0,0,45,50
10672,1,90,42,0,0,0,0,0,0,0,0,0,0,13
10251,1,33,30,5,22,11,10,0,0,0,0,51,0,13
10701,1,66,0,0,7,0,0,0,0,0,0,0,0,13
10715,1,45,21,5,30,0,10,0,15,0,0,65,0,13
10682,1,98,50,50,50,20,0,0,0,0,10,0,0,50
10857,1,101,50,50,50,15,10,1,25,0,2,25,27,50
10314,1,50,50,50,45,13,10,1,0,0,0,-6,76,50
10766,1,50,50,50,75,0,0,0,25,0,0,0,0,50
10146,1,50,50,20,63,60,10,0,15,0,0,0,0,50
10400,1,50,50,1,75,50,0,0,0,0,0,0,0,50
10711,1,50,50,50,0,15,15,0,100,0,0,0,0,50
10015,1,105,55,50,50,0,0,0,0,0,0,0,0,50
10021,1,50,50,0,68,27,0,0,98,0,18,13,0,50
10046,1,123,50,50,41,25,0,0,0,0,0,51,0,50
10635,1,50,50,0,76,0,35,10,18,0,0,172,0,50
10382,1,50,50,50,12,15,0,8,75,0,0,48,15,50
10132,1,70,10,5,56,3,70,2,0,0,0,22,61,50
10413,1,50,50,12,75,27,0,5,75,0,10,20,0,50
10296,1,68,52,50,100,17,0,5,41,0,2,18,0,50
10062,1,84,50,2,58,41,0,0,40,0,10,33,80,50
10378,1,17,2,1,72,7,80,0,100,0,0,80,0,50
10481,1,90,20,20,100,22,60,0,37,0,6,76,43,50
10667,1,79,50,17,91,0,0,0,100,0,21,0,22,50
10242,1,68,50,5,75,45,0,0,0,0,22,3,61,50
10093,1,50,50,0,56,1,10,1,13,0,10,106,47,50
10748,1,32,5,11,67,53,55,5,75,0,0,93,0,56
10074,1,70,30,20,75,56,0,0,100,0,22,3,28,50
10453,1,89,50,20,100,30,10,0,70,0,25,33,0,50
10401,1,42,53,20,100,12,50,5,100,0,10,61,27,56
10050,1,78,25,5,75,30,40,2,75,0,6,113,0,50
10372,1,23,97,20,52,0,30,5,73,0,7,117,15,50
10837,1,77,56,26,100,20,80,10,37,13,0,130,44,56
10159,1,96,17,16,100,97,10,0,25,0,6,80,0,50
10419,1,88,57,20,72,28,40,10,75,0,0,51,0,56
10173,1,54,5,5,50,97,10,10,100,0,0,0,60,56
10617,1,45,56,47,98,83,55,3,100,0,6,13,0,56
10346,1,70,58,27,100,18,0,3,60,0,0,120,0,56
10543,1,68,68,45,0,52,10,0,100,0,0,0,63,56
10385,1,84,70,11,75,56,90,12,75,0,2,54,30,69
28728,1,125,93,60,100,58,80,26,100,0,80,110,0,105
10676,1,105,90,38,98,53,55,20,68,0,0,121,6,69
10381,1,102,68,0,100,95,80,20,93,0,6,68,92,75
12430,1,65,23,0,100,58,10,0,75,0,0,84,73,63
11562,1,115,87,60,75,60,15,28,100,0,75,102,0,75
12076,1,105,92,102,100,100,80,26,98,70,40,116,120,88
12514,1,81,60,60,100,60,40,28,100,0,40,87,46,69
11580,1,45,31,51,99,100,55,0,100,0,65,111,108,75
11282,1,107,93,78,100,98,40,28,93,0,100,119,91,81
11473,1,125,60,36,100,60,90,0,93,0,25,100,0,69
11785,1,111,100,80,100,100,40,28,100,82,80,117,0,81
12555,1,90,60,56,100,60,30,28,91,0,90,78,0,75
11122,1,90,87,40,100,60,30,24,80,0,80,101,40,69
11536,1,28,42,31,100,59,35,28,100,0,85,105,0,56
11354,1,90,95,35,100,59,15,40,100,0,65,107,0,69
11054,1,88,83,0,100,58,15,28,100,0,70,104,0,69
12324,1,90,1,60,100,99,25,32,86,0,100,117,38,69
11442,1,90,73,0,60,0,40,8,100,0,0,0,0,50
11887,1,45,43,60,100,60,40,28,100,60,43,94,0,63
11470,1,86,36,25,76,42,-210,16,75,0,15,102,0,50
12497,1,90,100,80,100,90,55,16,100,0,100,119,0,81
11005,1,90,42,0,96,56,20,21,100,0,80,91,0,63
11755,1,71,87,1,100,100,55,8,100,0,65,112,68,81
12577,1,65,48,38,100,60,10,16,100,66,80,106,15,69
11199,1,86,51,21,100,52,15,0,75,0,10,88,0,63
11015,1,122,65,45,100,55,55,16,100,0,90,105,0,75
11219,1,90,47,105,100,100,55,60,100,89,100,117,121,94
12377,1,86,46,40,75,0,10,16,100,84,90,101,46,63
11576,1,45,31,43,100,60,40,40,75,0,60,113,0,56
12504,1,65,77,53,75,60,80,28,100,0,25,109,80,81
42619,1,85,33,0,0,0,0,0,0,0,0,112,0,19
40076,1,90,67,0,90,70,80,12,75,0,40,117,0,84
11178,1,0,83,18,75,60,40,0,100,0,60,111,0,63
12453,1,118,62,83,100,60,90,16,100,0,65,105,30,81
11058,1,88,36,105,100,100,85,13,100,0,80,106,115,81
11623,1,66,41,15,100,60,85,28,100,0,25,106,115,69
19175,1,90,0,0,0,0,0,0,0,0,0,93,0,18
11692,1,75,87,53,100,98,25,8,70,0,100,116,0,75
11879,1,25,73,40,96,94,10,16,100,56,25,96,78,69
11267,1,10,0,0,0,0,15,0,0,0,0,107,0,13
11752,1,90,77,11,100,68,20,20,100,0,50,110,0,69
11201,1,90,87,36,100,0,50,10,100,0,0,0,66,63
12363,1,0,0,0,0,0,55,0,0,0,0,0,0,13
11000,1,65,77,15,100,100,90,8,75,0,78,106,0,75
11328,1,90,87,40,100,100,40,8,100,0,65,111,111,75
11741,1,109,41,5,100,60,55,0,75,0,30,88,0,63
12511,1,45,60,8,100,59,10,8,55,5,10,0,0,50
11607,1,88,0,0,75,0,10,0,100,0,70,0,0,50
11192,1,90,100,40,100,100,90,60,100,79,65,111,111,94
11563,1,50,54,51,100,63,20,0,100,0,0,107,0,69
11896,1,90,27,33,75,60,95,8,85,0,40,62,0,63
10436,1,0,0,0,0,0,0,0,0,0,0,0,0,13
12136,2,70,20,0,0,0,0,0,0,0,0,0,0,13
12967,2,0,50,70,100,80,0,40,90,0,0,0,0,56
12857,2,100,90,50,100,90,0,40,100,0,50,0,0,69
12145,2,80,90,50,50,40,0,0,0,0,0,0,0,50
12896,2,80,20,40,100,90,0,20,0,0,50,0,0,50
12864,2,100,80,40,0,0,0,0,0,0,0,0,0,25
12866,2,80,90,50,100,90,0,0,0,0,0,0,0,56
12132,2,100,100,100,0,90,0,50,100,0,60,0,0,69
39612,16,107,0,70,100,60,10,0,100,0,65,72,0,40
10138,1,50,50,50,10,8,15,0,0,0,0,56,43,50
10357,1,70,50,8,35,7,40,10,56,0,0,125,0,50
11762,1,25,57,25,100,60,10,28,88,0,40,116,0,56
12020,1,90,70,0,100,60,45,28,93,0,25,119,83,69
11060,1,90,73,35,100,98,40,60,100,0,40,107,0,69
11381,1,89,82,71,100,85,90,80,100,0,66,94,0,88
11940,1,65,80,60,100,45,95,0,100,0,55,80,0,75
14689,1,105,48,0,100,97,80,0,100,0,75,117,0,69
12981,2,90,100,0,100,0,0,0,0,0,0,0,0,38
10554,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10514,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10258,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10240,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10721,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10421,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10563,1,50,50,50,50,0,0,0,0,0,0,0,0,50
10113,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10082,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10270,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10904,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10755,1,50,50,50,50,0,0,0,0,0,0,0,0,50
10610,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10811,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10116,1,0,21,0,0,0,0,0,0,0,0,0,0,0
11312,1,90,52,40,100,100,90,0,75,0,25,109,120,75
10109,1,50,50,50,22,10,50,0,15,0,6,13,0,50
10836,1,50,50,50,0,30,10,0,43,0,12,56,0,50
10368,1,50,50,0,25,11,90,5,0,0,0,70,0,50
10160,1,50,50,50,61,5,10,0,0,0,12,33,0,50
10501,1,68,50,50,11,25,10,2,40,0,6,51,0,50
10282,1,70,50,5,0,30,80,2,75,0,0,22,0,50
10685,1,50,60,50,95,30,0,7,0,0,10,16,43,50
10452,1,45,55,20,100,30,90,0,0,0,40,60,0,50
10717,1,50,50,0,75,47,0,0,93,0,0,0,0,50
10086,1,50,50,0,100,-15,35,10,100,0,0,0,48,50
10816,1,97,53,50,17,45,40,0,13,0,0,67,15,50
10259,1,68,21,1,75,60,10,32,0,0,0,92,0,50
10293,1,49,40,20,100,60,40,7,100,0,6,93,0,50
10679,1,87,42,20,60,16,10,5,100,0,0,141,0,50
10127,1,103,17,0,100,62,10,0,100,0,0,141,15,56
10299,1,98,47,53,71,11,10,2,75,0,0,0,61,56
10405,1,85,56,80,75,95,45,8,100,0,18,32,0,63
10757,1,40,70,65,90,60,40,7,100,0,12,132,0,63
10393,1,105,87,65,92,96,50,30,100,56,0,98,0,81
12257,1,125,85,60,100,100,95,28,100,0,90,119,0,81
11003,1,91,45,5,100,60,50,61,100,0,65,0,60,75
12683,1,65,84,15,92,60,40,16,100,0,80,95,0,69
11383,1,115,87,66,100,53,10,28,100,95,100,119,91,88
11714,1,73,3,15,100,60,10,8,75,0,86,116,46,63
12354,1,90,63,60,95,100,100,40,91,70,100,106,28,88
10472,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10943,1,90,80,0,100,60,90,0,100,0,0,110,0,69
11198,1,90,63,25,93,60,90,0,93,0,80,110,0,75
11690,1,68,87,25,90,60,30,16,61,0,25,92,0,63
10796,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12083,1,58,75,60,91,73,10,88,100,0,65,93,0,81
11419,1,117,87,0,75,45,3,8,100,0,0,0,0,50
12870,2,90,100,50,100,90,0,40,100,0,50,0,0,69
12889,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12670,1,90,77,25,95,60,35,0,55,0,0,112,0,63
10873,1,96,57,25,100,0,0,40,100,0,70,94,0,63
10677,1,65,67,0,0,0,0,0,0,0,0,0,0,13
37167,1,90,72,60,75,60,0,0,75,0,100,112,0,50
10579,1,50,50,50,50,0,0,0,0,0,0,0,0,50
10154,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37947,1,0,0,0,0,0,-42,0,0,0,0,0,0,1
10646,1,0,5,0,0,0,0,0,0,0,0,0,0,0
44449,7,65,31,80,100,40,90,0,0,0,0,114,0,37
10232,1,13,11,0,0,0,10,0,0,0,0,0,0,0
10557,1,0,10,5,30,11,70,0,25,0,8,0,13,13
10678,1,42,0,0,24,0,0,0,0,0,0,37,0,0
10776,1,50,50,50,50,3,0,0,0,0,0,21,0,50
10914,1,50,50,50,30,11,35,10,56,0,15,3,0,50
11377,1,88,87,45,75,59,70,40,75,7,80,112,90,81
11744,1,45,89,71,100,60,45,16,100,0,40,100,0,63
10915,1,50,50,50,0,32,15,7,75,0,6,31,0,50
10310,1,0,0,0,0,0,10,0,0,0,0,0,0,13
10383,1,50,50,50,37,0,10,0,0,0,0,105,14,50
10309,1,50,50,50,50,15,10,0,41,0,10,45,0,50
10860,1,50,50,0,45,60,65,5,25,0,0,21,14,50
10876,1,50,52,50,0,0,10,0,25,0,0,53,0,50
10230,1,68,50,50,50,3,10,1,18,0,7,17,0,50
10509,1,68,50,50,50,48,30,5,38,0,20,0,2,50
10375,1,66,50,50,18,15,10,0,55,0,0,0,0,50
10384,1,67,50,50,23,30,10,2,25,0,20,53,0,50
10266,1,50,50,16,71,35,20,1,75,0,0,0,0,50
10141,1,68,50,0,90,0,70,5,18,0,0,41,0,50
10182,1,100,50,50,37,13,10,7,100,0,28,35,22,50
10083,1,50,50,0,63,22,0,0,50,0,0,45,0,50
10412,7,50,50,50,47,45,10,7,31,0,0,20,85,50
10619,1,70,50,0,0,15,35,5,13,0,0,72,56,50
10067,1,125,50,50,60,15,10,0,0,0,0,0,6,50
10482,1,58,50,11,37,16,10,0,63,0,0,117,2,50
10224,1,81,41,20,0,0,55,8,100,0,15,80,28,50
10356,1,70,70,0,65,15,0,0,0,0,5,60,35,50
10039,1,63,50,3,47,0,0,5,55,0,21,111,7,50
10533,1,68,58,0,100,0,0,0,27,0,10,75,10,50
10243,1,93,25,20,50,50,0,15,25,0,2,161,14,50
10176,1,96,5,37,92,70,10,5,30,0,0,106,0,50
10459,1,33,18,12,96,85,45,10,100,0,6,87,0,50
10833,1,100,27,38,100,90,50,20,100,0,10,41,8,56
10750,1,66,31,23,97,51,10,6,75,0,0,21,50,56
10897,1,66,47,0,56,10,0,2,100,0,12,110,0,50
10818,1,87,30,35,75,75,55,2,100,0,8,11,48,56
10302,1,104,10,35,71,100,80,20,100,0,0,28,61,63
10442,1,102,100,85,75,45,110,15,50,0,40,0,0,63
10409,1,81,87,12,75,6,55,2,100,0,0,97,71,69
11499,1,45,87,60,100,97,0,28,100,50,0,101,0,69
11340,1,81,46,60,75,57,10,40,55,0,80,79,0,69
11621,1,85,83,25,100,60,20,28,100,0,65,93,0,69
12330,1,81,31,0,100,60,30,0,56,0,86,117,0,63
10964,1,80,47,0,75,0,40,60,78,0,10,115,0,56
12261,1,65,47,36,100,29,40,2,100,75,75,106,28,63
11029,1,90,48,30,100,95,10,60,86,0,40,107,0,63
11342,1,88,87,60,75,60,15,52,80,0,60,96,0,81
12535,1,90,50,0,94,45,40,16,80,0,43,82,0,56
12389,1,45,77,0,100,60,40,0,100,0,0,96,0,56
11527,1,81,47,55,75,60,80,40,0,0,40,0,0,56
11731,1,90,77,45,100,98,35,16,100,86,80,98,100,81
11643,1,90,68,83,100,60,70,60,100,0,100,100,0,88
11241,1,88,60,25,83,61,90,0,15,0,0,87,0,63
10289,1,0,0,0,0,0,0,0,0,0,0,0,0,13
11812,1,90,87,56,82,60,90,0,100,0,75,0,0,75
12331,1,0,63,0,61,0,0,0,0,0,0,0,0,25
12963,2,100,100,70,50,90,0,20,100,0,80,0,0,69
10341,1,69,50,50,15,11,40,5,18,13,0,99,0,50
42240,16,0,0,0,0,0,0,0,0,0,0,0,0,1
37563,7,45,82,0,73,0,90,0,75,0,0,0,0,7
10801,1,50,50,50,50,5,0,0,0,0,7,1,17,50
10119,1,50,50,50,50,31,0,2,13,0,6,15,0,50
10885,1,50,50,50,70,5,0,0,0,0,0,4,33,50
10872,1,50,50,50,0,22,10,0,75,0,0,0,1,50
33865,7,0,100,0,75,60,85,0,100,0,75,106,0,88
10691,1,50,50,50,85,0,0,0,0,0,0,3,0,50
10261,1,50,50,5,0,15,40,0,75,0,0,12,61,50
10212,1,67,50,50,100,8,10,0,0,0,0,0,0,50
10379,1,70,57,0,58,0,0,0,75,0,40,0,86,56
12102,1,95,73,21,98,100,55,28,93,0,100,0,48,69
10161,7,81,45,56,96,70,10,28,25,0,0,119,0,56
12606,1,88,34,25,75,65,40,0,46,0,40,101,0,50
12087,1,25,92,40,98,73,50,60,75,0,43,114,0,69
12275,1,90,45,68,75,43,40,8,75,0,25,0,0,50
15714,1,90,80,0,94,99,40,0,75,0,46,84,0,63
10654,1,90,64,36,0,0,0,0,0,0,0,0,0,25
12149,2,100,80,50,100,80,0,20,100,0,40,0,0,63
35065,7,115,100,0,100,100,105,0,100,0,100,105,0,105
42191,16,90,0,0,100,0,30,0,0,0,0,0,0,5
16392,1,73,100,60,100,60,90,28,100,0,65,93,85,88
10939,1,94,55,26,100,60,30,28,100,0,40,107,0,63
11894,1,58,83,43,95,45,45,40,100,0,35,0,0,25
15965,1,90,84,60,98,83,70,13,100,0,80,101,0,81
15353,2,65,67,53,75,15,45,28,100,0,65,105,0,69
16096,1,88,87,5,100,60,55,16,100,0,65,105,0,75
11577,1,90,57,45,91,60,50,0,75,0,75,91,0,75
11667,1,0,0,0,81,0,85,0,100,0,0,105,0,50
27568,1,125,87,25,100,60,80,8,70,0,80,119,0,96
11969,1,65,0,0,0,0,10,0,0,0,0,0,0,6
11626,1,0,0,0,0,0,15,0,0,0,0,100,0,13
29700,1,90,87,25,100,45,40,12,75,0,90,110,0,83
40982,7,0,0,0,0,0,0,0,0,0,0,93,0,11
11600,1,90,39,18,100,17,55,16,0,0,25,106,0,50
16034,1,90,67,0,100,55,-210,0,100,0,100,83,0,69
16458,1,73,87,56,100,0,35,0,0,0,0,107,0,56
12062,1,45,71,60,75,88,90,0,100,0,0,86,70,75
37566,7,25,27,10,0,0,0,0,0,0,0,105,0,12
35010,7,0,30,32,69,0,70,8,75,0,65,0,0,5
16029,1,90,39,0,100,97,40,0,100,0,50,117,0,63
29491,8,0,0,0,0,0,80,0,0,0,0,32,0,3
33728,8,90,72,0,0,88,110,100,100,0,100,112,0,100
36251,7,85,67,15,100,58,75,0,75,0,80,92,0,92
11917,1,0,0,0,0,0,30,0,0,0,0,0,0,6
11204,1,0,0,0,0,0,10,0,0,0,0,107,0,13
11526,1,31,0,0,0,0,15,0,0,0,0,0,0,0
11414,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11859,1,0,77,0,0,0,45,0,0,0,0,0,0,6
11080,1,45,53,15,100,32,45,8,75,0,18,80,0,50
10613,1,118,77,60,100,0,25,21,75,0,40,0,0,28
10628,1,25,0,0,0,0,0,0,0,0,0,0,0,13
12021,1,0,0,0,0,0,10,0,0,0,0,0,0,0
17692,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11915,1,90,31,25,96,45,15,0,0,0,0,108,0,38
11094,1,113,77,55,100,89,55,40,100,61,96,119,45,88
12323,1,90,95,60,100,60,0,0,0,0,93,117,0,69
15889,1,88,100,90,100,73,-210,40,100,0,0,111,0,69
12029,1,90,66,18,100,60,0,0,100,0,25,119,0,63
11709,1,90,71,0,97,45,0,0,100,0,25,106,0,56
11092,1,65,60,0,100,60,40,28,75,0,0,105,66,69
11320,1,88,0,36,75,60,10,28,75,0,0,96,0,56
15500,1,90,87,60,100,60,90,60,100,0,100,111,0,88
11793,1,0,0,0,0,0,90,0,0,0,0,0,0,6
11743,1,65,57,0,0,56,10,0,100,0,0,110,0,56
17712,1,90,67,25,79,60,40,32,75,0,0,0,0,28
11321,1,0,0,0,0,0,40,0,0,0,0,0,0,0
11108,1,90,42,30,75,0,95,28,40,0,43,96,0,50
11893,1,95,67,25,100,100,35,0,75,71,65,0,80,75
12419,1,51,57,15,60,60,15,0,61,0,0,89,0,63
10618,1,0,67,60,100,100,90,0,100,0,0,116,0,69
11855,1,90,64,55,98,60,90,0,100,0,53,106,0,81
12512,1,95,32,40,96,60,10,16,100,0,25,0,0,25
11761,1,58,71,13,100,100,0,0,100,0,100,88,0,69
12489,1,90,64,40,75,61,40,52,75,0,10,71,0,69
10443,1,90,87,60,100,60,90,0,100,0,0,104,0,75
12054,1,88,63,0,95,60,70,0,100,0,0,0,0,31
16801,1,65,57,0,80,100,0,40,91,0,0,92,0,63
10985,1,122,87,105,100,100,40,113,100,93,100,111,0,88
11262,1,0,0,0,0,0,15,0,0,0,0,0,0,0
11056,1,90,87,105,100,86,80,0,100,0,80,115,0,81
11182,1,92,67,36,75,60,10,0,0,0,0,111,0,56
12460,1,65,73,0,100,97,-210,0,95,0,70,91,0,69
11953,1,86,70,25,100,100,35,0,100,0,65,105,0,69
10629,1,0,0,0,0,0,15,0,0,0,0,0,0,6
11589,1,91,73,0,0,0,15,0,75,0,0,116,0,50
12356,1,0,0,0,0,0,40,0,0,0,0,104,0,13
11150,1,0,87,0,100,0,70,0,75,0,0,93,0,56
11909,1,88,87,25,100,99,30,0,100,0,80,108,0,69
15637,1,38,87,51,100,100,55,28,100,0,80,107,0,75
11347,1,73,80,60,73,0,40,0,0,0,0,104,0,56
12593,1,73,41,21,75,0,55,8,100,0,65,104,0,63
15638,1,90,94,0,0,0,15,125,0,0,0,105,0,50
11186,1,0,0,0,0,0,-210,0,0,0,0,102,0,13
11758,1,90,0,0,0,0,-210,0,0,0,0,0,0,6
11588,1,73,77,0,100,76,0,0,0,0,0,92,0,56
12458,1,90,0,0,0,0,0,0,0,0,0,0,0,6
11420,1,0,0,0,0,0,15,0,0,0,0,0,0,0
12727,1,65,67,3,0,0,40,0,0,0,0,0,0,13
11315,1,65,63,0,0,0,90,0,0,0,0,89,0,50
11650,1,90,63,15,100,0,95,0,100,0,0,115,0,63
11168,1,0,41,40,79,56,95,0,55,0,21,93,0,56
34550,7,125,87,0,75,60,0,0,100,0,80,105,0,51
11826,1,0,0,0,0,0,20,0,0,0,0,0,0,0
11902,1,90,0,25,0,0,-210,0,0,0,0,104,0,25
10300,1,88,57,0,75,50,-210,14,100,0,70,0,0,31
15073,1,65,0,0,0,0,0,0,0,0,0,104,0,25
15798,1,90,100,105,100,65,110,49,100,0,80,114,0,81
21138,7,90,91,5,75,60,75,0,100,0,80,104,93,81
20476,1,90,44,85,100,60,45,8,75,0,65,119,0,85
21129,1,90,77,0,100,92,0,5,55,0,0,119,0,63
42372,16,125,100,105,100,60,90,40,100,0,100,0,0,101
33459,7,107,77,70,100,100,80,0,100,0,0,0,0,51
32823,7,55,57,0,75,60,80,0,75,0,57,102,0,85
42744,1,125,93,15,100,60,35,0,100,0,80,100,0,90
40317,1,90,82,0,100,60,0,0,100,0,100,84,0,51
37142,1,90,76,40,0,100,80,30,100,0,100,115,0,93
26032,1,105,100,91,95,100,80,115,100,0,85,119,0,123
37751,1,90,80,40,100,60,70,40,100,68,65,105,0,96
32940,1,125,80,15,100,60,10,0,100,0,65,119,0,49
37150,1,125,87,15,100,60,65,12,100,0,80,102,11,96
43109,1,90,45,60,100,70,60,50,100,48,80,37,11,87
17722,1,15,3,15,55,19,20,0,40,0,10,0,0,6
10589,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10193,1,0,0,0,0,0,0,0,0,0,0,0,0,6
10538,1,0,0,0,0,0,0,0,0,0,0,0,0,6
10455,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16182,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10825,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10057,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10037,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10320,1,73,0,15,0,0,0,0,0,0,0,0,0,13
10058,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11432,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10104,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10217,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10390,1,0,0,0,0,0,0,0,0,0,0,0,0,13
10777,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10072,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10286,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10790,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10035,1,0,0,0,0,0,10,0,0,0,0,0,0,0
10260,1,0,0,0,0,0,0,0,0,0,0,0,0,25
15430,2,0,0,0,0,0,0,0,0,0,0,0,0,0
17711,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10511,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10821,1,0,0,0,0,0,0,0,0,0,0,0,0,6
11362,1,90,64,8,60,0,0,9,100,0,0,119,0,56
12064,1,0,0,0,0,0,40,0,0,0,0,0,0,0
12677,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11411,7,0,0,0,0,0,80,0,0,0,0,0,0,6
10865,1,45,0,0,0,0,0,0,0,0,0,0,0,13
10938,1,0,0,0,0,0,0,0,0,0,0,104,0,28
10907,1,0,0,0,0,0,0,0,0,0,0,114,0,13
15436,1,109,71,0,96,89,0,0,0,0,0,109,0,56
11157,1,88,0,0,0,0,0,0,0,0,0,0,0,6
11280,1,0,0,0,0,0,50,0,0,0,0,0,0,6
11459,1,90,0,0,0,0,0,0,0,0,0,0,0,6
11237,1,0,0,0,0,0,70,0,0,0,0,109,0,25
11986,1,0,0,0,0,0,10,0,0,0,0,0,0,0
10644,1,25,0,0,0,0,0,0,0,0,0,0,0,0
10660,1,0,0,0,0,0,0,0,0,0,0,0,0,6
10556,1,0,0,0,0,0,0,0,0,0,0,0,0,6
10544,1,0,0,0,0,0,0,0,0,0,0,113,110,25
17714,1,25,51,48,100,60,40,0,0,0,0,0,0,19
11007,1,0,0,0,0,0,25,0,0,0,0,0,0,25
10986,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11484,1,0,0,0,0,0,10,0,0,0,0,0,0,13
12718,1,0,0,0,0,0,35,0,0,0,0,0,0,0
10474,1,0,0,0,0,0,0,0,0,0,0,110,0,13
10143,1,0,0,0,0,0,0,0,0,0,0,0,0,13
17724,1,0,0,0,0,0,20,0,0,0,0,0,0,0
10223,1,0,36,0,0,0,0,0,0,0,0,105,0,13
10854,1,25,41,5,75,0,0,0,0,0,0,0,0,6
12644,1,90,83,25,100,100,10,28,0,0,0,98,85,63
